"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2020","54","NO2","Globeville","08-031-0028","AQS","10","39","3","9","24","54"
"01/02/2020","50","NO2","Globeville","08-031-0028","AQS","7","31","1",".","27","50"
"01/03/2020","49","NO2","Globeville","08-031-0028","AQS","7","33","1",".","29","49"
"01/04/2020","43","NO2","DENVER - CAMP","08-031-0002","AQS","7","36","3","29","19","43"
"01/05/2020","43","NO2","Globeville","08-031-0028","AQS","7","32","1",".","16","43"
"01/06/2020","48","NO2","Globeville","08-031-0028","AQS","7","37","0",".","25","48"
"01/07/2020","54","NO2","Globeville","08-031-0028","AQS","9","26","3","24","30","54"
"01/08/2020","49","NO2","Globeville","08-031-0028","AQS","10","35","3",".","33","49"
"01/09/2020","44","NO2","I-25","08-031-0027","AQS","8","32","1",".","21","44"
"01/10/2020","45","NO2","Globeville","08-031-0028","AQS","8","24","1","23","30","45"
"01/11/2020","57","PM2.5","Globeville","08-031-0028","AQS","8","23","3",".","57","43"
"01/12/2020","45","NO2","Globeville","08-031-0028","AQS","10","35","1",".","25","45"
"01/13/2020","56","NO2","Globeville","08-031-0028","AQS","10","33","4","20","44","56"
"01/14/2020","70","NO2","DENVER - CAMP","08-031-0002","AQS","17","21","9",".","59","70"
"01/15/2020","43","NO2","I-25","08-031-0027","AQS","10","28","1",".","33","43"
"01/16/2020","57","PM10","DENVER - CAMP","08-031-0002","AQS","9","10","4","57","55","43"
"01/17/2020","65","NO2","DENVER - CAMP","08-031-0002","AQS","14","39","10",".","55","65"
"01/18/2020","46","NO2","Globeville","08-031-0028","AQS","9","30","1",".","30","46"
"01/19/2020","54","NO2","Globeville","08-031-0028","AQS","10","20","3","27","52","54"
"01/20/2020","59","PM2.5","Globeville","08-031-0028","AQS","16","19","3",".","59","55"
"01/21/2020","103","PM2.5","Globeville","08-031-0028","AQS","18","15","10",".","103","76"
"01/22/2020","55","NO2","Globeville","08-031-0028","AQS","16","36","7","30","40","55"
"01/23/2020","51","NO2","Globeville","08-031-0028","AQS","6","31","1",".","38","51"
"01/24/2020","61","NO2","Globeville","08-031-0028","AQS","14","22","7",".","54","61"
"01/25/2020","48","PM2.5","Globeville","08-031-0028","AQS","13","29","7",".","48","45"
"01/26/2020","45","NO2","DENVER - CAMP","08-031-0002","AQS","11","27","3",".","28","45"
"01/27/2020","52","PM2.5","Globeville","08-031-0028","AQS","13","17","3",".","52","45"
"01/28/2020","50","NO2","Globeville","08-031-0028","AQS","8","29","3","24","40","50"
"01/29/2020","43","NO2","Globeville","08-031-0028","AQS","7","30","1",".","42","43"
"01/30/2020","60","PM2.5","Globeville","08-031-0028","AQS","7","25","3",".","60","49"
"01/31/2020","55","NO2","Globeville","08-031-0028","AQS","7","32","3","19","38","55"
"02/01/2020","53","NO2","Globeville","08-031-0028","AQS","7","44","1",".","20","53"
"02/02/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","6","44","1",".","13","44"
"02/03/2020","25","Ozone","La Casa","08-031-0026","AQS","5","25","0","6","14","17"
"02/04/2020","38","NO2","Globeville","08-031-0028","AQS","6","26","0",".","25","38"
"02/05/2020","52","PM2.5","Globeville","08-031-0028","AQS","8","26","1",".","52","51"
"02/06/2020","57","NO2","Globeville","08-031-0028","AQS","8","27","3","13","33","57"
"02/07/2020","40","PM2.5","Globeville","08-031-0028","AQS","5","31","0",".","40","38"
"02/08/2020","85","NO2","DENVER - CAMP","08-031-0002","AQS","16","23","6",".","66","85"
"02/09/2020","42","NO2","Globeville","08-031-0028","AQS","13","27","1","6","26","42"
"02/10/2020","47","PM2.5","Globeville","08-031-0028","AQS","10","31","4",".","47","43"
"02/11/2020","66","NO2","Globeville","08-031-0028","AQS","11","26","4",".","59","66"
"02/12/2020","72","NO2","Globeville","08-031-0028","AQS","13","24","6","18","55","72"
"02/13/2020","59","PM2.5","Globeville","08-031-0028","AQS","7","21","1",".","59","46"
"02/14/2020","87","PM2.5","Globeville","08-031-0028","AQS","13","25","10",".","87","84"
"02/15/2020","46","NO2","DENVER - CAMP","08-031-0002","AQS","9","36","1","25","35","46"
"02/16/2020","60","PM2.5","Globeville","08-031-0028","AQS","9","25","4",".","60","57"
"02/17/2020","53","PM2.5","Globeville","08-031-0028","AQS","9","36","1",".","53","46"
"02/18/2020","43","PM2.5","Globeville","08-031-0028","AQS","3","40","0","9","43","40"
"02/19/2020","46","PM2.5","Globeville","08-031-0028","AQS","7","16","0",".","46","42"
"02/20/2020","65","PM2.5","Globeville","08-031-0028","AQS","8","23","1",".","65","48"
"02/21/2020","62","NO2","Globeville","08-031-0028","AQS","17","37","3","44","56","62"
"02/22/2020","60","NO2","DENVER - CAMP","08-031-0002","AQS","11","31","9",".","52","60"
"02/23/2020","41","NO2","DENVER - CAMP","08-031-0002","AQS","10","36","1",".","34","41"
"02/24/2020","48","NO2","Globeville","08-031-0028","AQS","6","38","0","12","24","48"
"02/25/2020","30","Ozone","DENVER - CAMP","08-031-0002","AQS","5","30","0",".","16","27"
"02/26/2020","43","NO2","Globeville","08-031-0028","AQS","7","37","0",".","30","43"
"02/27/2020","39","NO2","DENVER - CAMP","08-031-0002","AQS","7","37","1","24","20","39"
"02/28/2020","49","NO2","Globeville","08-031-0028","AQS","8","34","3",".","33","49"
"02/29/2020","49","NO2","Globeville","08-031-0028","AQS","11","26","1",".","32","49"
"03/01/2020","42","NO2","Globeville","08-031-0028","AQS","8","27","1","10","23","42"
"03/02/2020","51","PM2.5","Globeville","08-031-0028","AQS","6","40","1",".","51","32"
"03/03/2020","51","NO2","Globeville","08-031-0028","AQS","8","31","6",".","34","51"
"03/04/2020","40","NO2","Globeville","08-031-0028","AQS","6","39","0","19","25","40"
"03/05/2020","38","NO2","Globeville","08-031-0028","AQS","6","34","0",".","21","38"
"03/06/2020","51","NO2","DENVER - CAMP","08-031-0002","AQS","10","40","1",".","38","51"
"03/07/2020","44","Ozone","DENVER - CAMP","08-031-0002","AQS","7","44","0","14","25","39"
"03/08/2020","43","NO2","Globeville","08-031-0028","AQS","6","41","1",".","17","43"
"03/09/2020","43","NO2","Globeville","08-031-0028","AQS","5","37","0",".","36","43"
"03/10/2020","43","NO2","Globeville","08-031-0028","AQS","7","38","1","17","27","43"
"03/11/2020","51","NO2","Globeville","08-031-0028","AQS","6","39","3",".","20","51"
"03/12/2020","38","NO2","Globeville","08-031-0028","AQS","5","32","1",".","17","38"
"03/13/2020","35","PM2.5","Globeville","08-031-0028","AQS","6","23","0","11","35","28"
"03/14/2020","44","PM2.5","Globeville","08-031-0028","AQS","6","19","0",".","44","19"
"03/15/2020","57","PM2.5","Globeville","08-031-0028","AQS","8","23","1",".","57","33"
"03/16/2020","47","PM2.5","Globeville","08-031-0028","AQS","9","25","3","22","47","44"
"03/17/2020","49","PM2.5","Globeville","08-031-0028","AQS","7","13","1",".","49","30"
"03/18/2020","52","PM2.5","Globeville","08-031-0028","AQS","10","39","3",".","52","47"
"03/19/2020","26","Ozone","DENVER - CAMP","08-031-0002","AQS","5","26","1","3","15","23"
"03/20/2020","52","PM2.5","DENVER - CAMP","08-031-0002","AQS","6","29","0",".","52","43"
"03/21/2020","60","PM2.5","Globeville","08-031-0028","AQS","7","41","3",".","60","47"
"03/22/2020","46","Ozone","La Casa","08-031-0026","AQS","6","46","0","8","36","41"
"03/23/2020","46","NO2","Globeville","08-031-0028","AQS","6","45","0",".","28","46"
"03/24/2020","43","Ozone","DENVER - CAMP","08-031-0002","AQS","5","43","1",".","27","41"
"03/25/2020","45","Ozone","La Casa","08-031-0026","AQS","7","45","1","14","29","44"
"03/26/2020","53","PM2.5","Globeville","08-031-0028","AQS","5","29","1",".","53","37"
"03/27/2020","36","PM2.5","Globeville","08-031-0028","AQS","5","33","0",".","36","25"
"03/28/2020","44","Ozone","La Casa","08-031-0026","AQS","3","44","0","6","20","41"
"03/29/2020","43","Ozone","La Casa","08-031-0026","AQS","3","43","0",".","16","39"
"03/30/2020","40","Ozone","La Casa","08-031-0026","AQS","5","40","0",".","32","38"
"03/31/2020","44","Ozone","La Casa","08-031-0026","AQS","5","44","0","12","23","38"
"04/01/2020","43","Ozone","La Casa","08-031-0026","AQS","5","43","0",".","27","42"
"04/02/2020","23","Ozone","DENVER - CAMP","08-031-0002","AQS","5","23","0",".","18","18"
"04/03/2020","41","PM2.5","Globeville","08-031-0028","AirNow","5","36","1","11","41","33"
"04/04/2020","37","Ozone","La Casa","08-031-0026","AQS","3","37","0",".","27","32"
"04/05/2020","42","Ozone","La Casa","08-031-0026","AQS","6","42","0",".","23","42"
"04/06/2020","46","Ozone","La Casa","08-031-0026","AQS","6","46","1","13","23","44"
"04/07/2020","48","Ozone","La Casa","08-031-0026","AQS","5","48","0",".","24","40"
"04/08/2020","46","NO2","Globeville","08-031-0028","AQS","5","44","1",".","25","46"
"04/09/2020","45","PM2.5","Globeville","08-031-0028","AirNow","5","41","0","26","45","31"
"04/10/2020","47","Ozone","La Casa","08-031-0026","AQS","5","47","0",".","41","40"
"04/11/2020","47","Ozone","La Casa","08-031-0026","AQS","3","47","1",".","21","42"
"04/12/2020","37","PM2.5","Globeville","08-031-0028","AirNow","2","35","0","6","37","13"
"04/13/2020","38","PM2.5","Globeville","08-031-0028","AirNow","3","36","0",".","38","21"
"04/14/2020","44","Ozone","La Casa","08-031-0026","AQS","5","44","0",".","39","38"
"04/15/2020","41","Ozone","La Casa","08-031-0026","AQS","5","41","0",".","26","39"
"04/16/2020","61","NO2","Globeville","08-031-0028","AQS","3","40","0",".","38","61"
"04/17/2020","77","PM2.5","Globeville","08-031-0028","AirNow","8","40","1",".","77","71"
"04/18/2020","51","PM2.5","Globeville","08-031-0028","AirNow","8","45","1",".","51","44"
"04/19/2020","47","Ozone","La Casa","08-031-0026","AQS","5","47","0",".","25","22"
"04/20/2020","49","Ozone","La Casa","08-031-0026","AQS","3","49","0",".","30","43"
"04/21/2020","48","Ozone","La Casa","08-031-0026","AQS","3","48","0",".","35","42"
"04/22/2020","46","NO2","Globeville","08-031-0028","AQS","3","45","1",".","38","46"
"04/23/2020","43","Ozone","La Casa","08-031-0026","AQS","2","43","0",".","20","28"
"04/24/2020","37","Ozone","La Casa","08-031-0026","AQS","2","37","0",".","13","33"
"04/25/2020","44","Ozone","La Casa","08-031-0026","AQS","2","44","0",".","19","38"
"04/26/2020","43","Ozone","La Casa","08-031-0026","AQS","2","43","0",".","16","25"
"04/27/2020","44","Ozone","La Casa","08-031-0026","AQS","6","44","0",".","24","34"
"04/28/2020","45","Ozone","La Casa","08-031-0026","AQS","6","45","1",".","23","34"
"04/29/2020","51","Ozone","La Casa","08-031-0026","AQS","5","51","0",".","24","39"
"04/30/2020","47","NO2","Globeville","08-031-0028","AQS","6","43","0",".","38","47"
"05/01/2020","47","Ozone","La Casa","08-031-0026","AirNow","3","47",".",".","30","."
"05/02/2020","33","Ozone","La Casa","08-031-0026","AirNow",".","33",".",".","29","."
"05/03/2020","48","Ozone","La Casa","08-031-0026","AirNow",".","48",".",".","43","."
"05/04/2020","51","Ozone","La Casa","08-031-0026","AirNow",".","51",".",".","21","."
"05/05/2020","51","Ozone","La Casa","08-031-0026","AirNow",".","51",".",".","23","."
"05/06/2020","54","Ozone","La Casa","08-031-0026","AirNow",".","54",".",".","32","."
"05/07/2020","64","Ozone","La Casa","08-031-0026","AirNow",".","64",".",".","38","."
"05/08/2020","44","Ozone","La Casa","08-031-0026","AirNow",".","44",".",".","15","."
"05/09/2020","42","Ozone","La Casa","08-031-0026","AirNow",".","42",".",".","19","."
"05/10/2020","42","Ozone","La Casa","08-031-0026","AirNow",".","42",".",".","20","."
"05/11/2020","55","PM2.5","Globeville","08-031-0028","AirNow",".","26",".",".","55","."
"05/12/2020","70","PM2.5","Globeville","08-031-0028","AirNow",".","43",".",".","70","."
"05/13/2020","50","PM2.5","Globeville","08-031-0028","AirNow",".","46",".",".","50","."
"05/14/2020","42","Ozone","La Casa","08-031-0026","AirNow",".","42",".",".","41","."
"05/15/2020","43","Ozone","La Casa","08-031-0026","AirNow",".","43",".",".","23","."
"05/16/2020","50","Ozone","La Casa","08-031-0026","AirNow",".","50",".",".","16","."
"05/17/2020","46","Ozone","La Casa","08-031-0026","AirNow",".","46",".",".","23","."
"05/18/2020","50","Ozone","La Casa","08-031-0026","AirNow",".","50",".",".","47","."
"05/19/2020","50","Ozone","La Casa","08-031-0026","AirNow",".","50",".",".","34","."
"05/20/2020","48","Ozone","La Casa","08-031-0026","AirNow",".","48",".",".","23","."
"05/21/2020","51","Ozone","La Casa","08-031-0026","AirNow",".","51",".",".","16","."
"05/22/2020","54","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","54",".",".","22","."
"05/23/2020","61","Ozone","La Casa","08-031-0026","AirNow",".","61",".",".","25","."
"05/24/2020","37","Ozone","La Casa","08-031-0026","AirNow",".","37",".",".","22","."
"05/25/2020","37","Ozone","La Casa","08-031-0026","AirNow",".","37",".",".","16","."
"05/26/2020","44","Ozone","La Casa","08-031-0026","AirNow",".","44",".",".","18","."
"05/27/2020","39","Ozone","La Casa","08-031-0026","AirNow",".","39",".",".","26","."
"05/28/2020","42","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","42",".",".","38","."
"05/29/2020","44","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","44",".",".","41","."
"05/30/2020","46","Ozone","La Casa","08-031-0026","AirNow",".","46",".",".","27","."
"05/31/2020","42","Ozone","La Casa","08-031-0026","AirNow",".","42",".",".","22","."
"06/01/2020","45","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","45",".",".","26","."
"06/02/2020","44","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","44",".",".","32","."
"06/03/2020","46","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","46",".",".","45","."
"06/04/2020","42","Ozone","La Casa","08-031-0026","AirNow",".","42",".",".","34","."
"06/05/2020","44","Ozone","La Casa","08-031-0026","AirNow",".","44",".",".","30","."
"06/06/2020","38","Ozone","La Casa","08-031-0026","AirNow",".","38",".",".","25","."
"06/07/2020","39","Ozone","La Casa","08-031-0026","AirNow",".","39",".",".","21","."
"06/08/2020","44","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","44",".",".","20","."
"06/09/2020","39","Ozone","La Casa","08-031-0026","AirNow",".","39",".",".","15","."
"06/10/2020","32","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","32",".",".","13","."
"06/11/2020","54","Ozone","La Casa","08-031-0026","AirNow",".","54",".",".","21","."
"06/12/2020","50","Ozone","La Casa","08-031-0026","AirNow",".","50",".",".","25","."
"06/13/2020","58","Ozone","La Casa","08-031-0026","AirNow",".","58",".",".","32","."
"06/14/2020","51","Ozone","La Casa","08-031-0026","AirNow",".","51",".",".","27","."
"06/15/2020","67","Ozone","La Casa","08-031-0026","AirNow",".","67",".",".","52","."
"06/16/2020","60","PM2.5","Globeville","08-031-0028","AirNow",".","44",".",".","60","."
"06/17/2020","87","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","87",".",".","64","."
"06/18/2020","38","Ozone","La Casa","08-031-0026","AirNow",".","38",".",".","31","."
"06/19/2020","32","Ozone","La Casa","08-031-0026","AirNow",".","32",".",".","29","."
"06/20/2020","48","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","48",".",".","25","."
"06/21/2020","34","Ozone","DENVER - CAMP","08-031-0002","AirNow",".","34",".",".","21","."
"06/22/2020","48","Ozone","La Casa","08-031-0026","AirNow",".","48",".",".","22","."
"06/23/2020","49","Ozone","La Casa","08-031-0026","AirNow",".","49",".",".","27","."
"06/24/2020","43","Ozone","La Casa","08-031-0026","AirNow",".","43",".",".","35","."
